user,tiempo,chunk,source
Celsia Energía,9 meses •,"hashtag Nuestro programa de readquisición de acciones sigue avanzando y aquí te dejamos el resumen de la semana. También te invitamos a seguir el hilo porque hoy vamos a tomar una nota de Portafolio para recordar ¿por qué es fundamental el respaldo térmico en nuestro país? Así va el programa: ✅ Valor de la acción: COP 3.505 (+0,14%) ✅ # Acciones recompradas hoy: 62.914. Acumulado 18.446.215 ✅ Monto recomprado hoy: COP 220 millones. Acumulado: COP 74.209 millones. Consulta todos los resúmenes de la hashtag 👉🏼 Como todos sabemos la principal fuente de energía en Colombia es el agua. Las centrales hidráulicas proveen alrededor del 66% de la energía del país. Sin embargo, la disposición de su recurso está sujeto a condiciones climáticas; por ejemplo, cuando hay un verano intenso las fuentes de agua disminuyen y allí es donde tiene relevancia la energía térmica. Para explicarlo mejor, las térmicas son como la “llanta de repuesto” que todos debemos tener siempre disponible en el carro. Y como la llanta de repuesto no se usa todo el tiempo, estas centrales tampoco operan todo el tiempo, pero se deben mantener disponibles. Se activan, especialmente, en momentos de crisis, emergencias de seguridad o problemas de transmisión. Por ejemplo, en el último fenómeno de El Niño que vivimos a finales de 2023 e inicios de 2024, el respaldo de estas plantas fue vital para que no hubiera apagones. En Colombia, hay 20 centrales térmicas. En los últimos años estas han avanzado en el uso de tecnologías más amigables con el ambiente. Algunas ya funcionan con gas natural y se adelantan investigaciones para utilizar el hidrógeno verde en este mercado. En Celsia tenemos dos centrales térmicas: Meriléctrica y El Tesorito (foto). Esta última, por ejemplo, utiliza tecnología de punta y es operada con gas. Aquí te dejamos más información de esta central En conclusión: la generación térmica es el respaldo que asegura que ante la escasez de otras fuentes como el agua, el sol o el viento, el país siga prendido. De ahí la importancia de una matriz diversificada donde todas las tecnologías de generación se complementan y nos protegen de la variabilidad climática.",LinkedIn
Celsia Energía,9 meses •,"otras fuentes como el agua, el sol o el viento, el país siga prendido. De ahí la importancia de una matriz diversificada donde todas las tecnologías de generación se complementan y nos protegen de la variabilidad climática.",LinkedIn
Celsia Energía,9 meses •,"Hoy queremos compartir una noticia que nos llena de orgullo: somos la empresa número 1 del Top 5 de las organizaciones con los modelos de madurez más avanzados en Diversidad, Equidad e Inclusión (DEI) en Latinoamérica, según el Ranking INcluye 2024. Este reconocimiento destaca nuestro compromiso continuo por construir un entorno donde todas las personas sean valoradas, respetadas y tengan igualdad de oportunidades para crecer. En el reporte de resultados, no solo se refleja nuestro desempeño frente a otras organizaciones líderes, sino también las acciones y estrategias que nos han permitido avanzar hacia una cultura organizacional más inclusiva y equitativa. Este logro nos motiva a seguir trabajando para ser un referente, impulsando prácticas que generen impacto positivo en nuestra gente y en la región.",LinkedIn
Celsia Energía,6 meses •,"En 2024 trabajamos duro para mejorar el servicio de energía en el Tolima. Construimos tres nuevas subestaciones: Porvenir, Arrieros y Puerto Viejo, ampliamos circuitos y usamos tecnología que cuida el medio ambiente. Más energía, más desarrollo y más oportunidades para todos en este bello departamento. Dale play a este reel y conoce cómo estamos cargando de la mejor energía los hogares y empresas en el Tolima.",LinkedIn
Celsia Energía,10 meses •,"¿Te has preguntado cómo es que el viento genera energía? Con la ayuda de la IA, te vamos a contar cómo es que sucede esa “magia”. Próximamente te estaremos dando avances de nuestro proyecto eólico de 9,6 MW, que entregará energía limpia al Sistema Interconectado Nacional.",LinkedIn
Celsia Energía,10 meses •,Deja la instalación de tu cargador Celsia residencial en manos de expertos. 🧡👷‍♀️Cumplimos con los más altos estándares de calidad para cuidar de ti y los tuyos. No pares de sumar kilómetros verdes. 🚗 Escríbenos a nuestro WhatsApp 3103361353. hashtag hashtag hashtag,LinkedIn
Celsia Energía,7 meses •,"🔋La energía evoluciona, y nosotros también ⚡🚀 La infraestructura de carga eléctrica es parte fundamental de las iniciativas en Eficiencia Energética. 🌎💡Nuestro compromiso con la sostenibilidad y la optimización del consumo energético de las industrias sigue creciendo, y ahora tiene su propio espacio. 📣Estrenamos una nueva red para compartir nuestra visión de la Eficiencia Energética y mostrarles cómo, desde Celsia, ayudamos a las compañías a ahorrar, ser más sostenibles al reducir su huella de carbono y aprovechar al máximo su energía. 🌱Síguenos en Atera Energy y descubre cómo impulsar tu negocio con energía más eficiente y responsable. hashtag hashtag hashtag",LinkedIn
Celsia Energía,7 meses •,"¡Tenemos noticias para los estudiantes de la Universidad del Tolima! Si eres de un municipio del Tolima (excepto Ibagué), de estrato 1 o 2, con un promedio superior a 4.0, ¡esta oportunidad de estudiar es para ti! Regresan las Becas Cubico Sustainable Investments Celsia para apoyarte en tu camino universitario y ayudarte a cubrir tus gastos de manutención. 📅 Tienes hasta el 20 de marzo de 2025 para aplicar, haz clic aquí: ¡Creemos en ti y en tu futuro!",LinkedIn
Celsia Energía,7 meses •,"🌞 El futuro es solar y Hyundai Electronics ya lo sabe. 🚀⚡ Junto a Celsia, han dado un paso hacia la sostenibilidad al cubrir el 60% de su consumo energético con paneles solares. 🔋🌱 ♻️ Disminución en costos productivos, más impacto, un futuro más brillante. ¿Tu empresa está lista para este cambio? Te ayudamos a hacerlo realidad. 🌍⚡ hashtag hashtag hashtag hashtag hashtag",LinkedIn
Celsia Energía,10 meses • Editado •,"hashtag Cerramos la semana y empezamos el que para muchos es el mejor mes de año: diciembre con su alegría . 🎵🎄🎅🏻 Te dejamos como cada viernes el resumen de nuestro programa de readquisición de acciones y en el hilo te vamos a contar sobre un ranking que conquistamos esta semana y que le aporta mucho valor al negocio y fortalece nuestra cultura organizacional. Así va el programa: ✅Valor de la acción: COP 3.520, sin variaciones. ✅ # Acciones recompradas hoy: 66.335. Acumulado 18.123.849 ✅ Monto recomprado hoy: COP 233 millones. Acumulado: COP 73.082 millones. ✅ Avance % monto aprobado: 24,36% Consulta todos los resúmenes de la hashtag 👉🏼 Esta semana Talentlab Group nos anunció que somos la empresa número 1 del Top 5 de las organizaciones con los modelos de madurez de Diversidad, Equidad e Inclusión -DEI- más avanzados en Latinoamérica. 🤩 ¿Qué quiere decir? Que la diversidad está en nuestro ADN y está claramente arraigada a nuestra cultura. Este modelo se determina a través del diagnóstico de 10 dimensiones: propósito, alcance, compromiso del liderazgo, involucramiento, caso de negocio, medición, recursos, enfoque, proceso y posicionamiento. Nuestra compañía participó al lado de más de 60 organizaciones de cinco países de Latinoamérica y 25 sectores de la industria. Nuestro puntaje fue: nivel de madurez 5 en diversidad, equidad e inclusión, el máximo nivel, con un puntaje de 96.6, por encima de otras organizaciones de Colombia, México y Ecuador. ¿Y por qué es tan importante este tipo de reconocimientos? Actualmente, la Diversidad, Equidad e Inclusión (DE&I) son esenciales para generar un impacto positivo en los negocios, fortalecen la cultura organizacional y aportan valor en diversos niveles. Además, se convierten en una ventaja competitiva para impulsar la innovación y la sostenibilidad de las compañías. ¡Seguiremos con buena energía trabajando para darle valor a nuestros accionistas e inversionistas!",LinkedIn
Celsia Energía,10 meses •,"Este diciembre comemos de todo, ¡menos cuento! Y más si se trata de esos “cuentos” que andan por ahí sobre el sector eléctrico. Aquí vamos a dejarte algunos mitos y realidades que debemos tener presente para no “embarrarla” cuando nos hablen sobre la matriz energética en Colombia, las inversiones en transición energética y el mercado de la energía. ¡Desliza ya!",LinkedIn
,,"⚡ 🌍 ¡Nos vemos en el Energy Transition Summit! 🚀 Estamos emocionados de ser parte del Energy Transition Summit, donde hablaremos sobre cómo la Eficiencia Energética impulsa la competitividad industrial 🔊 Únete a la conversación y descubre cómo optimizar el consumo energético de tu empresa, reducir costos y avanzar hacia un futuro más sostenible. Marzo 26: 16:00 Energía Inteligente: Como la Eficiencia Energética impulsa la competitividad industrial 16:15 Panel de Discusión: Eficiencia Energética en Colombia: Almacenamiento y comercialización en un mercado en expansión. Te esperamos en el Hotel Cosmos 100 en Bogotá, el 26 y 27 de Marzo ¡No te lo pierdas! hashtag hashtag hashtag Celsia Energía",LinkedIn
Celsia Energía,10 meses •,¡Cerramos esta celebración pero nuestra historia continuará! Aquí te van los últimos 5 datos con los que concluimos esta fiesta de los hashtag y con los que esperamos conozcas más sobre nuestra historia y la buena energía que llevamos a muchos rincones de Colombia. 🇨🇴. ¡Desliza ahora! 🧡⚡,LinkedIn
Celsia Energía,7 meses • Editado •,"Cuando eras niña, soñabas en grande… y hoy, estás cumpliendo esos sueños. Lideras proyectos, innovas y creas el futuro. Emprendes con pasión y disfrutas cada paso del camino. Amas tu trabajo y abrazas a tu familia al final del día. Superas retos, sigues aprendiendo y celebrando cada logro. Rompes límites, te desafías y avanzas con fuerza. ¡Tú misma te transformas en la energía que quieres para tu vida! Cuéntanos, ¿qué sueños tenías cuando eras niña? ¿los has logrado? ¿te sientes orgullosa de lo eres hoy? Queremos leerte y llenarnos de buena energía. hashtag hashtag hashtag",LinkedIn
Celsia Energía,7 meses •,"hashtag Terminamos la semana con el resumen de nuestro programa de readquisición de acciones, al cierre de la bvc-Bolsa de Valores de Colombia S.A. Además te invitamos a escuchar un resumen de hashtag , el programa con el que buscamos que el mercado dimensione el valor fundamental de la acción de Celsia. ✅ Valor de la acción: COP 3.760 (+0,80%). ✅ # Acciones recompradas hoy: 83.217. Acumulado 20.575.907 ✅ Monto recomprado hoy: COP 310 millones. Acumulado COP 82.039 millones. En este sitio puedes consultar todos los resúmenes de la hashtag 👉🏼 hashtag hashtag En dos minutos, nuestro líder financiero Esteban Piedrahita te va a contar las 5 iniciativas que hacen parte de hashtag . Dale play ▶️ Y precisamente sobre el punto 5 del video, desde que iniciamos la hashtag , el volumen negociado diario se ha aumentado 2,6 veces. Esto, además, incrementa el límite permitido para la recompra de acciones, optimizando el programa. Hoy nuestro volumen fue de COP 2.404 millones y esta semana recompramos un promedio de COP 300 millones diarios, lo que significa un aumento del 4% frente a lo recomprado la semana anterior. Más volumen es mejor formación de precio. hashtag ⚡️",LinkedIn
Celsia Energía,10 meses •,"🧡Ya no hay excusas para aprender y ampliar tus horizontes, aplicar conocimientos a tus ideas de negocio o tus emprendimientos. Inscríbete totalmente gratis en los cursos de la Escuela Naranja. hashtag hashtag ⚡",LinkedIn
Celsia Energía,10 meses •,"En estos 25 años, ¡hemos tenido un equipo increíble! Desde los voluntarios que con su labor han embellecido y restaurado espacios en colegios, hasta las alianzas que nos han permitido llegar a más personas beneficiadas. Sigue deslizando y celebremos juntos hashtag 🧡.",LinkedIn
Celsia Energía,10 meses •,Culminamos la semana recargados de buena energía luego de nuestra participación el XXI Congreso Nacional de la Infraestructura en Cartagena. Un evento muy productivo que nos permitió relacionarnos con nuestros clientes actuales y potenciales.👌🧡⚡️,LinkedIn
Celsia Energía,10 meses • Editado •,"hashtag Cerramos la semana y el mes con el resumen de nuestro programa de readquisición de acciones y una noticia que nos llena de mucho orgullo: Grupo Argos, a través de su fundación, lanzó Generación A, una iniciativa de becas de educación superior que busca que los bachilleres de Antioquia estudien en tres de las universidades con mejor desempeño académico del país: Universidad EIA - Escuela de Ingeniería de Antioquia, Universidad EAFIT y Universidad CES. En este post te vamos a contar más de este gran proyecto educativo en el país. ✅ Valor de la acción: COP 3.590, sin variaciones. ✅ # Acciones recompradas hoy: 61.724. Acumulado 17.801.108 ✅ Monto recomprado hoy: COP 221 millones. Acumulado: COP 71.940 millones. Consulta todos los resúmenes de la hashtag 👉🏼 Este año el Grupo Argos llegó a los 90 años de llevar desarrollo al país y su propósito es seguir haciéndolo. Esta vez con la iniciativa Generación A, en donde el grupo empresarial y las universidades EIA, EAFIT y CES constituyeron un fondo bajo el modelo de endowment, un mecanismo usado en Colombia y el mundo para que, con el aporte de un capital inicial que se invierte para asegurar una rentabilidad anual, se financien a perpetuidad un número determinado de becas de educación. Esta es una gran noticia para todos los jóvenes que quieren estudiar. En una primera etapa, Generación A contará con una inversión de COP 40 mil millones, COP 20 mil millones de capital que aporta la Fundación Grupo Argos y COP 20 mil millones que aportarán las tres universidades privadas en capacidad y talento bajo la figura de sillas vacías, permitiéndoles aportar un porcentaje parcial o total del valor de la matrícula de los estudiantes, asegurando los recursos para futuros estudiantes y manteniendo el patrimonio intacto para garantizar su perpetuidad. En el corto plazo, el objetivo es lograr aportes de capital por COP 100 mil millones. ¿Quiénes podrán participar? ✅ Población de estratos 1, 2 y 3 del Sisbén. ✅ Estudiantes de colegios públicos o privados y alto desempeño académico. ✅ Calificación mínima de 300 puntos en las Pruebas Saber 11. ✅ Mantener un promedio mínimo de 3,7 durante el tiempo de estudios. Las becas contemplan un apoyo económico para la manutención de los estudiantes, así como el acompañamiento integral a partir de un modelo de mentorías individuales. La convocatoria estará abierta hasta la segunda semana de diciembre de",LinkedIn
Celsia Energía,10 meses • Editado •,"✅ Población de estratos 1, 2 y 3 del Sisbén. ✅ Estudiantes de colegios públicos o privados y alto desempeño académico. ✅ Calificación mínima de 300 puntos en las Pruebas Saber 11. ✅ Mantener un promedio mínimo de 3,7 durante el tiempo de estudios. Las becas contemplan un apoyo económico para la manutención de los estudiantes, así como el acompañamiento integral a partir de un modelo de mentorías individuales. La convocatoria estará abierta hasta la segunda semana de diciembre de 2024. Encuentra más información aquí:",LinkedIn
Celsia Energía,10 meses •,"¡Ya son 25 años comprometidos con el fortalecimiento de la educación en Colombia! Y como te estamos contando todo sobre nuestra Fundación Celsia, aquí van otros 5 datos que hablan de cómo la formación docente, la transformación de escuelas y el """"no dejarlos solos"""" en la pandemia, han beneficiado a miles de estudiantes y profesores en el país. hashtag 🧡",LinkedIn
Celsia Energía,10 meses • Editado •,"Érase una vez, en 2020, un grupo de celsianos decidió unirse para leer, conversar y acompañarse en medio de la pandemia. Así nació nuestro club de lectura. Lo que empezó como una reunión semanal, hoy es una comunidad vibrante que ha recorrido un camino increíble: 71 libros, más de 18.000 páginas, 480 encuentros y 16 tertulias con grandes escritores. En nuestro cuarto aniversario, celebramos junto al autor antioqueño Dany Alejandro Hoyos, quien nos contó los secretos de El árbol de Guayacán, y con la Fundación Ratón de Biblioteca, que lleva la magia de la lectura a los jóvenes de Medellín. Esta historia apenas comienza, y aquí ya estamos listos para el próximo capítulo. . . . RICARDO ANDRES SIERRA FERNANDEZ Gonzalo Velásquez",LinkedIn
Celsia Energía,10 meses •,🔋 Somos tu aliado en la transición hacia un futuro sostenible. 🌱 Te ofrecemos soluciones en infraestructura de carga para flotas empresariales de vehículos eléctricos. 🚛⚡ Únete a la revolución energética y sé parte del cambio hacia un planeta más verde. 🌍✨ 🌟 Juntos impulsamos la movilidad del futuro. hashtag hashtag hashtag,LinkedIn
Celsia Energía,10 meses •,¡Sigamos celebrando estos 25 años! Hoy te contamos otros 5 datos: al llegar a los 20 años de labor nos concentramos en dos grandes programas: capacitar a los maestros y transformar escuelas de todo el país con nuevos servicios de agua y energía. ¡En este momento tenemos presencia en 16 departamentos de Colombia! Desliza y conoce más. hashtag ⚡,LinkedIn
Celsia Energía,10 meses •,⚡️🧡 Se va acabando el año y la mejor manera de comenzar el 2025 es bien informados. ⚡️🧡 Nos emociona cerrar el 2024 conversando con nuestros clientes industriales sobre Eficiencia Energética y el contexto energético actual en Colombia. 🇨🇴⚡️🔋,LinkedIn
Celsia Energía,10 meses •,"¡Nuestra Fundación celebra 25 años! Y vamos a empezar este recorrido con estos 5 datos de los """"primeros pinitos"""" en esta gran labor de impactar a las comunidades de nuestras zonas de influencia. Desde el primer nombre con el que empezó este sueño, hasta la consolidación de una filosofía centrada en contribuir a la calidad educativa. Desliza las imágenes y acompáñanos en este viaje lleno de buenos recuerdos. hashtag",LinkedIn
,,"¡Dato curioso! Para conservar sus obras en perfectas condiciones, los museos necesitan un consumo energético significativo. Gracias a su apuesta por la 𝗘𝗳𝗶𝗰𝗶𝗲𝗻𝗰𝗶𝗮 𝗘𝗻𝗲𝗿𝗴𝗲́𝘁𝗶𝗰𝗮, ha implementado procesos energéticos sostenibles con una visión integral.⚡🔋 📹 Aquí te explicamos cómo lo hemos logrado.👆🏻 Celsia Energía",LinkedIn
Celsia Energía,7 meses •,"¿Qué hacer para no “depender” energéticamente de factores externos? En palabras de Francisco Boshell, la respuesta parece ser sencilla: explorar la electrificación y los temas de eficiencia energética. En este episodio hablamos con este “crack” de la innovación sobre nuevas tecnologías en energía y descarbonización. Dale play ahora mismo para escucharlo:",LinkedIn
Celsia Energía,10 meses •,"En nuestra “Colombia tierra querida”🎶💃🏽, ¡tenemos un motivo más de orgullo! Somos el único país en Latinoamérica que no ha tenido apagones o racionamientos generalizados en los últimos 30 años.* ¿Podemos sentir orgullo por algo que hicimos bien como sociedad? Claro que sí. Nuestro sistema eléctrico es un tesorito. Este logro ha requerido inversiones millonarias y una gran coordinación técnica entre todos los actores, públicos, privados y mixtos. Después del apagón de 1992-1993, el gobierno de la época se puso la 10 y se armó un plan que permitió que el sector privado entrara al juego y expandiera nuestras plantas de generación térmicas e hidroeléctricas, se hicieran inversiones en la modernización y mantenimiento de la red y se estableciera una regulación que ha permitido tener un sistema confiable. En 30 años no nos hemos apagado pese a haber enfrentado 8 fenómenos de El Niño, y más de 2.200 atentados contra la infraestructura eléctrica entre 2000 y 2020. Y además, logramos una cobertura del servicio del 97%; la calidad ha mejorado al punto de que solo entre 2018 y 2023 la duración de interrupciones se redujo en cerca del 50%, y nuestra tarifa es una de las más competitivas en América Latina, con la mejor relación calidad - precio. No es el mismo panorama en países como Venezuela, Argentina, México o nuestro vecino Ecuador, que desde septiembre afronta apagones diarios por más de 12 horas. Venezuela por ejemplo ha tenido 9 apagones y 5 racionamientos de gran escala entre 1993 y 2023, Argentina 11 apagones, México 5 y Ecuador y Brasil 6 en el mismo periodo.* Sistemas públicos controlados por el Estado, tarifas fijadas sin criterio técnico, dependencia de un solo tipo de generación y pocas inversiones en la infraestructura, han llevado a estos pobres resultados. Claro, en Colombia no nos podemos dormir. Aún enfrentamos retos: desatrancar los nuevos proyectos de generación y transmisión de energía, (especialmente los eólicos de La Guajira). Aclarar los mecanismos de consultas previas, licencias y permisos; aprovechar el gas nacional que tenemos disponible, pues es el más barato y genera muchos beneficios; dar señales de estabilidad jurídica para atraer y mantener a los inversionistas que aportan recursos para fortalecer el sistema; y mantener una regulación clara que motive la inversión. Mucho trabajo, pero se paga. Porque no hay país rico que sea pobre en energía. Nosotros somos ejemplo y debemos seguirlo siendo. *Fuente: Osinergim, Perú. 2023",LinkedIn
Celsia Energía,10 meses •,"Guajira). Aclarar los mecanismos de consultas previas, licencias y permisos; aprovechar el gas nacional que tenemos disponible, pues es el más barato y genera muchos beneficios; dar señales de estabilidad jurídica para atraer y mantener a los inversionistas que aportan recursos para fortalecer el sistema; y mantener una regulación clara que motive la inversión. Mucho trabajo, pero se paga. Porque no hay país rico que sea pobre en energía. Nosotros somos ejemplo y debemos seguirlo siendo. *Fuente: Osinergim, Perú. 2023",LinkedIn
Celsia Energía,10 meses •,"hashtag Les compartimos el resumen de nuestro programa de readquisición de acciones, al cierre de la bvc-Bolsa de Valores de Colombia S.A. También les vamos contar todo lo que ha pasado con Celsia Internet, un negocio que nació como un intraemprendimiento y se nos ¡creció!: cumple 5 años con más de 100 mil clientes en Valle y Tolima y más de 500 sedes educativa con el servicio gratis. ✅ Valor de la acción: COP 3.645, sin variaciones. ✅ # Acciones recompradas hoy: 50.891. Acumulado: 17.504.688 ✅ Monto recomprado hoy: COP 185 millones. Acumulado: COP 70.879 millones. Consulta todos los resúmenes de la hashtag 👉🏼 Sigue conectado en este post pues te vamos a dejar 5️⃣ datos claves de este negocio que tiene grandes expectativas de crecimiento a futuro. Celsia Internet empezó como un intraemprendimiento de Celsia hace 5 años y hoy les vamos a compartir 5 datos de este negocio que crece de manera muy positiva: 1️⃣ El servicio está en 30 municipios (24 del Valle del Cauca y 6 del Tolima), y el 94% de sus clientes son de estratos 1, 2 y 3. 2️⃣Estos 100 mil clientes tienen internet de fibra óptica de alta velocidad con planes que van de 100 a 600 megas, sin cláusulas de permanencia, un mes gratis, instalación sin costo y la posibilidad de pedir suspensión y no pago del servicio durante las vacaciones o días de ausencia. ¡uff que buena energía! 3️⃣Generamos 163 empleos directos en el Valle del Cauca y Tolima y 541 empleos a través de terceros en ambos departamentos. 4️⃣Celsia Internet hizo un compromiso y lo está cumpliendo: conectar y prestar el servicio gratis a todas las sedes educativas públicas por donde pase la fibra óptica. Ya son 500 sedes y 251.000 estudiantes los que cuentan en sus clases con el servicio. Este resultado ha sido posible gracias al apoyo de nuestra hashtag . 5️⃣Celsia Internet y la Universidad Icesi crearon un moderno laboratorio que les permitirá a los estudiantes profundizar en el conocimiento de la infraestructura y las tecnologías que usan como medio la fibra óptica. Este espacio permitirá fomentar la investigación, el desarrollo tecnológico y la formación de talento humano. ¡Dale like si te gustó esta info tanto como a nosotros!",LinkedIn
Celsia Energía,10 meses •,"crearon un moderno laboratorio que les permitirá a los estudiantes profundizar en el conocimiento de la infraestructura y las tecnologías que usan como medio la fibra óptica. Este espacio permitirá fomentar la investigación, el desarrollo tecnológico y la formación de talento humano. ¡Dale like si te gustó esta info tanto como a nosotros!",LinkedIn
Celsia Energía,7 meses •,"Hoy presentamos los hashtag y nuestro CEO RICARDO ANDRES SIERRA FERNANDEZ nos cuenta rápidamente los principales logros de un """"año retador"""" y lo que viene para este 2025, en donde ejecutaremos un ambicioso plan para continuar fortaleciendo el valor de la hashtag . Escúchalo▶️. Puedes consultar nuestros resultados aquí:",LinkedIn
Celsia Energía,7 meses •,"Atención accionistas Celsia: Hoy, en nuestra teleconferencia de hashtag , lanzamos hashtag , un programa integral para permitirle al mercado revelar el valor fundamental de Celsia, y posibilitar el cierre de la brecha con el precio de la acción. Este programa contempla 5 iniciativas: 1. Reducir costos y gastos. 2. Disminuir deuda. 3. Materializar el valor de los intra emprendimientos. 4. Atraer capital fresco para crecimiento mediante plataformas de inversión. 5. Continuar con el programa de readquisición de acciones. Escucha a nuestro líder Financiero, Esteban Piedrahita, explicando cómo cada uno de estos puntos le aporta valor a la acción de la compañía. Dale play.",LinkedIn
Celsia Energía,10 meses •,"A hoy hemos generado 𝗮𝗵𝗼𝗿𝗿𝗼𝘀 𝗮𝗻𝘂𝗮𝗹𝗲𝘀 𝘀𝘂𝗽𝗲𝗿𝗶𝗼𝗿𝗲𝘀 𝗮 $𝟰𝟭.𝟬𝟬𝟬 𝗺𝗶𝗹𝗹𝗼𝗻𝗲𝘀 𝗱𝗲 𝗽𝗲𝘀𝗼𝘀 𝗮 𝗻𝘂𝗲𝘀𝘁𝗿𝗼𝘀 𝗰𝗹𝗶𝗲𝗻𝘁𝗲𝘀.🔋⚡✅ 👉🏼 Si tú también quieres ser parte de la hashtag , contáctanos. 💻 Conoce más en www.celsia.com",LinkedIn
Celsia Energía,10 meses •,✅ Aumenta los ahorros en tu empresa implementando proyectos de 𝗘𝗳𝗶𝗰𝗶𝗲𝗻𝗰𝗶𝗮 𝗘𝗻𝗲𝗿𝗴𝗲́𝘁𝗶𝗰𝗮 con Celsia. ⁣⚡🔋 ⁣ ¡𝗛𝗮𝗯𝗹𝗮𝗺𝗼𝘀 𝗰𝗼𝗻 𝗿𝗲𝘀𝘂𝗹𝘁𝗮𝗱𝗼𝘀! ⁣ 💻 Conoce más en www.celsia.com,LinkedIn
Celsia Energía,7 meses •,"Junto con el Mall Palo de Agua, damos un paso más hacia la transición energética. 🌱 Con un techo solar que cubre el 83% de su consumo, reducirá costos operativos y contribuirá al cuidado del planeta. ¡Contáctanos, haz que tu empresa también obtenga ahorros del sol! ☀️ 🌍 hashtag hashtag",LinkedIn
Celsia Energía,10 meses • Editado •,"hashtag Cerramos la semana con el resumen de nuestro programa de readquisición de acciones, al cierre de la bvc-Bolsa de Valores de Colombia S.A. Sigue conectado porque te vamos a contar de un nuevo proyecto solar en Panamá, que consolida nuestra presencia en Centroamérica. ✅ Valor de la acción: COP 3.565 (-1,11%) ✅ # Acciones recompradas hoy: 49.605. Acumulado: 17.251.100 ✅ Monto recomprado hoy: COP 178 millones. Acumulado: COP 69.963 millones. En este sitio puedes consultar todos los resúmenes de la hashtag 👉🏼 Y aquí te contamos del nuevo proyecto solar en Panamá. Hace unos días, pusimos en operación el Parque Solar Calesa, ubicado en la provincia de Coclé en Panamá. Este sistema cuenta con una capacidad de 3,8 MWp y una generación estimada de 5,749,425 kWh al año, logrando cubrir el 100% de la energía requerida por las plantas del Grupo Calesa, la compañía agroindustrial más grande de este país. Este parque solar suministrará energía limpia al ingenio que produce el azúcar La Estrella, a la planta que elabora el Arroz Del´oro y a la planta que produce la línea de alimentos Larro, marcas reconocidas en el portafolio del grupo y cuya producción ahora se realizará bajo estándares de innovación y eficiencia energética. Serán 6.480 paneles solares que ayudará a dejar de emitar 2.021 toneladas de CO2 al año, lo que significa la absorción de dióxido de carbono por 112.273 árboles maduros. De esta forma nos seguimos consolidando en Centroamérica con soluciones innovadoras que permiten a las empresas autogenerar su propia energía y adoptar medidas de eficiencia energética. Actualmente en la región tenemos una capacidad instalada de 51 MW, y 22 MW en construcción, para un total de 73 MW.",LinkedIn
Celsia Energía,7 meses •,"¿Se imaginan cómo es una central hidroeléctrica? Recorrimos nuestra central en Calima, hashtag del Cauca, que abastece de energía limpia y renovable al país y visitamos hasta el lugar más profundo. Dale play a nuestro hashtag . 🇨🇴",LinkedIn
Celsia Energía,11 meses • Editado •,Estamos felices de participar una vez más de la feria Salón Internacional del Automóvil. Te esperamos hasta el 17 de noviembre para que charlemos sobre movilidad eléctrica ⚡️ y conozcas nuestro portafolio en infraestructura de carga para vehículos eléctricos. 📍Entrada Hall Gran Salón. Corferias - Bogotá,LinkedIn
Celsia Energía,7 meses •,"¿Realidad que supera la ficción? En esta charla con Francisco Boshell también hablamos de esos ideales que parecían lejanos de alcanzar para la matriz energética global y que a hoy, son una realidad. Pero esto es solo el comienzo de una lección sobre descarbonización y tecnologías en energía que no queremos que te pierdas. Dale play ahora al nuevo episodio de hashtag en este link:",LinkedIn
,,"Para entender cómo en hashtag vamos a bajar $1 billón de deuda, primero veamos por qué subimos en 2024. 1. Los retrasos en pagos de subsidios por parte del Gobierno Nacional 2. Activos construidos para las plataformas que no se transfirieron en 2024 por distintas razones 3. Apoyamos transitoriamente el desarrollo del pipeline en Perú mientras se cerraban el endeudamiento y los compromisos del fondo. Próximamente les contaremos el plan de reducción que empieza, claramente, por devolver estos efectos de 2024. Celsia Energía",LinkedIn
Celsia Energía,7 meses •,"En la feria Colombia Bird Fair le contamos a muchas personas por qué hacemos restauración ecológica y no reforestación. Escucha al experto William Vargas, quien hace parte de hashtag , programa voluntario con el que llevamos más de 18 millones de árboles sembrados. Nuestra buena energía cuida la hashtag . 🌳",LinkedIn
Celsia Energía,11 meses •,⚡️ ¡Cerramos la semana con la mejor energía desde el Congreso Camacol en Barranquilla! Nos llena de orgullo presentar a nuestros clientes todo nuestro portafolio de soluciones en eficiencia energética. ¡Gracias a todos los que nos visitaron! 🧡,LinkedIn
